Retention Time (min),Quant Ion,Polarity,Identification,Lipid Class,Features Found,Filter Status
11.868,632.6001,-,Cer[NS] d17:1_24:1,Cer[NS],54,Redundant Identification
9.816,538.52112,-,Cer[NS] d18:0_16:0,Cer[NS],26,Redundant Identification
12.824,622.61554,-,Cer[NS] d18:0_22:0,Cer[NS],26,Redundant Identification
9.487,538.51947,+,Cer[NS] d18:1_16:0,Cer[NS],84,Redundant Identification
9.487,536.50531,-,Cer[NS] d18:1_16:0,Cer[NS],56,Redundant Identification
10.446,566.55078,+,Cer[NS] d18:1_18:0,Cer[NS],82,Redundant Identification
10.446,564.53693,-,Cer[NS] d18:1_18:0,Cer[NS],55,Redundant Identification
12.465,622.61383,+,Cer[NS] d18:1_22:0,Cer[NS],81,Redundant Identification
12.465,620.59961,-,Cer[NS] d18:1_22:0,Cer[NS],54,Redundant Identification
13.472,650.64496,+,Cer[NS] d18:1_24:0,Cer[NS],83,Redundant Identification
13.472,648.6308,-,Cer[NS] d18:1_24:0,Cer[NS],55,Redundant Identification
12.366,648.62933,+,Cer[NS] d18:1_24:1,Cer[NS],84,Redundant Identification
12.366,646.61542,-,Cer[NS] d18:1_24:1,Cer[NS],56,Redundant Identification
13.962,664.66144,+,Cer[NS] d18:1_25:0,Cer[NS],81,Redundant Identification
13.962,662.64673,-,Cer[NS] d18:1_25:0,Cer[NS],54,Redundant Identification
14.441,676.66187,-,Cer[NS] d18:1_26:0,Cer[NS],54,Redundant Identification
13.352,676.66101,+,Cer[NS] d18:1_26:1,Cer[NS],81,Redundant Identification
13.352,674.64642,-,Cer[NS] d18:1_26:1,Cer[NS],54,Redundant Identification
8.696,534.48938,-,Cer[NS] d18:2_16:0,Cer[NS],31,Redundant Identification
9.59,562.52032,-,Cer[NS] d18:2_18:0,Cer[NS],51,Redundant Identification
10.542,590.55255,-,Cer[NS] d18:2_20:0,Cer[NS],52,Redundant Identification
11.538,618.58411,-,Cer[NS] d18:2_22:0,Cer[NS],54,Redundant Identification
11.459,644.59973,-,Cer[NS] d18:2_24:1,Cer[NS],54,Redundant Identification
9.492,520.50861,+,Cer[NS] d34:1,Cer[NS],28,Redundant Identification
8.698,518.49335,+,Cer[NS] d34:2,Cer[NS],4,Redundant Identification
9.964,550.52087,-,Cer[NS] d35:1,Cer[NS],42,Redundant Identification
9.964,534.52454,+,Cer[NS] d35:1,Cer[NS],15,Redundant Identification
10.445,548.54047,+,Cer[NS] d36:1,Cer[NS],28,Redundant Identification
9.588,546.52435,+,Cer[NS] d36:2,Cer[NS],24,Redundant Identification
10.943,562.5564,+,Cer[NS] d37:1,Cer[NS],18,Redundant Identification
11.449,592.5683,-,Cer[NS] d38:1,Cer[NS],54,Redundant Identification
11.452,576.57202,+,Cer[NS] d38:1,Cer[NS],27,Redundant Identification
10.546,574.55634,+,Cer[NS] d38:2,Cer[NS],25,Redundant Identification
11.962,590.58783,+,Cer[NS] d39:1,Cer[NS],54,Redundant Identification
11.962,606.58441,-,Cer[NS] d39:1,Cer[NS],27,Redundant Identification
12.466,604.60297,+,Cer[NS] d40:1,Cer[NS],27,Redundant Identification
11.54,602.58783,+,Cer[NS] d40:2,Cer[NS],27,Redundant Identification
12.971,636.63031,+,Cer[NS] d41:1,Cer[NS],81,Redundant Identification
12.971,634.6156,-,Cer[NS] d41:1,Cer[NS],54,Redundant Identification
12.972,618.61963,+,Cer[NS] d41:1,Cer[NS],27,Redundant Identification
11.87,616.60327,+,Cer[NS] d41:2,Cer[NS],27,Redundant Identification
12.049,616.60345,+,Cer[NS] d41:2,Cer[NS],7,Redundant Identification
13.472,632.63446,+,Cer[NS] d42:1,Cer[NS],28,Redundant Identification
12.369,630.61884,+,Cer[NS] d42:2,Cer[NS],28,Redundant Identification
12.556,648.62933,+,Cer[NS] d42:2,Cer[NS],67,Redundant Identification
12.556,646.61523,-,Cer[NS] d42:2,Cer[NS],40,Redundant Identification
12.557,630.61896,+,Cer[NS] d42:2,Cer[NS],25,Redundant Identification
11.462,628.60358,+,Cer[NS] d42:3,Cer[NS],27,Redundant Identification
13.962,646.65033,+,Cer[NS] d43:1,Cer[NS],27,Redundant Identification
14.442,660.66602,+,Cer[NS] d44:1,Cer[NS],27,Redundant Identification
13.353,658.65051,+,Cer[NS] d44:2,Cer[NS],27,Redundant Identification
12.441,656.6347,+,Cer[NS] d44:3,Cer[NS],27,Redundant Identification
12.965,1365.88574,-,CL 16:1_16:1_16:1_16:1,CL,27,Redundant Identification
13.662,1393.91638,-,CL 16:1_18:1_16:1_16:1,CL,27,Redundant Identification
13.039,1391.90149,-,CL 16:1_18:2_16:1_16:1,CL,27,Redundant Identification
15.314,1463.99438,-,CL 18:1_18:1_17:1_18:1,CL,27,Redundant Identification
15.629,1478.01184,-,CL 18:1_18:1_18:1_18:1,CL,27,Redundant Identification
15.065,1475.99304,-,CL 18:1_18:1_18:2_18:1,CL,27,Redundant Identification
15.187,1502.01025,-,CL 18:1_20:3_18:1_18:1,CL,27,Redundant Identification
13.623,1367.90186,-,CL 64:3,CL,27,Redundant Identification
14.317,1395.93091,-,CL 66:3,CL,27,Redundant Identification
14.657,1409.94958,-,CL 67:3,CL,27,Redundant Identification
14.007,1407.93311,-,CL 67:4,CL,27,Redundant Identification
15.617,1425.9801,-,CL 68:2,CL,27,Redundant Identification
14.33,1421.9469,-,CL 68:4,CL,27,Redundant Identification
13.741,1419.93262,-,CL 68:5,CL,27,Redundant Identification
13.161,1417.91663,-,CL 68:6,CL,10,Redundant Identification
14.671,1435.96326,-,CL 69:4,CL,27,Redundant Identification
14.09,1433.94861,-,CL 69:5,CL,27,Redundant Identification
15.002,1449.97766,-,CL 70:4,CL,17,Redundant Identification
14.406,1447.96204,-,CL 70:5,CL,26,Redundant Identification
13.846,1445.94812,-,CL 70:6,CL,27,Redundant Identification
14.741,1461.97876,-,CL 71:5,CL,27,Redundant Identification
14.207,1459.96399,-,CL 71:6,CL,27,Redundant Identification
14.5,1473.97827,-,CL 72:6,CL,27,Redundant Identification
13.955,1471.96338,-,CL 72:7,CL,27,Redundant Identification
13.648,1469.9519,-,CL 72:8,CL,27,Redundant Identification
14.869,1487.99634,-,CL 73:6,CL,27,Redundant Identification
14.629,1499.99475,-,CL 74:7,CL,27,Redundant Identification
14.763,1526.01086,-,CL 76:8,CL,20,Redundant Identification
12.506,870.70557,-,HexCer[NS] d18:0_24:1,HexCer[NS],27,Redundant Identification
11.512,782.65363,-,HexCer[NS] d18:1_22:0,HexCer[NS],27,Redundant Identification
12.009,796.66907,-,HexCer[NS] d18:1_23:0,HexCer[NS],27,Redundant Identification
11.426,868.69,-,HexCer[NS] d18:1_24:1,HexCer[NS],27,Redundant Identification
0.985,526.31482,-,LysoPC 14:0,LysoPC,26,Redundant Identification
0.856,524.29883,-,LysoPC 14:1,LysoPC,5,Redundant Identification
1.433,554.34668,-,LysoPC 16:0,LysoPC,28,Redundant Identification
1.569,554.34662,-,LysoPC 16:0,LysoPC,3,Redundant Identification
1.098,552.33124,-,LysoPC 16:1,LysoPC,28,Redundant Identification
1.993,568.36279,-,LysoPC 17:0,LysoPC,27,Redundant Identification
1.304,566.34662,-,LysoPC 17:1,LysoPC,27,Redundant Identification
2.595,582.37866,-,LysoPC 18:0,LysoPC,34,Redundant Identification
1.597,580.36249,-,LysoPC 18:1,LysoPC,28,Redundant Identification
1.232,578.34607,-,LysoPC 18:2,LysoPC,27,Redundant Identification
1.033,576.33057,-,LysoPC 18:3,LysoPC,27,Redundant Identification
3.438,596.3941,-,LysoPC 19:0,LysoPC,26,Redundant Identification
4.519,610.40985,-,LysoPC 20:0,LysoPC,24,Redundant Identification
2.574,608.39404,-,LysoPC 20:1,LysoPC,19,Redundant Identification
2.848,608.39459,-,LysoPC 20:1,LysoPC,8,Redundant Identification
1.203,602.34668,-,LysoPC 20:4,LysoPC,27,Redundant Identification
0.978,600.33124,-,LysoPC 20:5,LysoPC,27,Redundant Identification
3.11,634.41046,-,LysoPC 22:2,LysoPC,27,Redundant Identification
2.296,632.39447,-,LysoPC 22:3,LysoPC,27,Redundant Identification
1.664,630.37805,-,LysoPC 22:4,LysoPC,32,Redundant Identification
1.142,626.34668,-,LysoPC 22:6,LysoPC,28,Redundant Identification
6.594,664.45721,-,LysoPC 24:1,LysoPC,14,Redundant Identification
2.526,658.41083,-,LysoPC 24:4,LysoPC,22,Redundant Identification
1.516,654.37872,-,LysoPC 24:6,LysoPC,25,Redundant Identification
1.42,452.27841,-,LysoPE 16:0,LysoPE,28,Redundant Identification
1.083,450.26273,-,LysoPE 16:1,LysoPE,28,Redundant Identification
1.288,464.27823,-,LysoPE 17:1,LysoPE,25,Redundant Identification
2.544,480.31003,-,LysoPE 18:0,LysoPE,27,Redundant Identification
1.584,478.29404,-,LysoPE 18:1,LysoPE,26,Redundant Identification
1.73,478.2941,-,LysoPE 18:1,LysoPE,5,Redundant Identification
1.211,476.27835,-,LysoPE 18:2,LysoPE,4,Redundant Identification
1.867,504.31067,-,LysoPE 20:2,LysoPE,13,Redundant Identification
1.392,502.29431,-,LysoPE 20:3,LysoPE,27,Redundant Identification
1.543,502.29437,-,LysoPE 20:3,LysoPE,26,Redundant Identification
1.188,500.27856,-,LysoPE 20:4,LysoPE,28,Redundant Identification
0.975,498.26266,-,LysoPE 20:5,LysoPE,28,Redundant Identification
4.538,534.35706,-,LysoPE 22:1,LysoPE,26,Redundant Identification
3.058,532.34204,-,LysoPE 22:2,LysoPE,27,Redundant Identification
2.178,530.32623,-,LysoPE 22:3,LysoPE,14,Redundant Identification
2.268,530.32605,-,LysoPE 22:3,LysoPE,28,Redundant Identification
1.641,528.30988,-,LysoPE 22:4,LysoPE,34,Redundant Identification
1.281,526.29437,-,LysoPE 22:5,LysoPE,28,Redundant Identification
1.441,526.29419,-,LysoPE 22:5,LysoPE,28,Redundant Identification
1.14,524.27826,-,LysoPE 22:6,LysoPE,28,Redundant Identification
2.479,556.35217,-,LysoPE 24:4,LysoPE,25,Redundant Identification
2.814,556.34161,-,LysoPE 24:4,LysoPE,27,Redundant Identification
1.508,552.31006,-,LysoPE 24:6,LysoPE,23,Redundant Identification
7.034,708.48346,-,PC 12:0_14:0,PC,23,Redundant Identification
7.365,722.49866,-,PC 13:0_14:0,PC,19,Redundant Identification
7.842,762.53021,-,PC 14:0_16:1,PC,5,Redundant Identification
7.807,812.54565,-,PC 14:0_20:4,PC,22,Redundant Identification
7.597,836.54486,-,PC 14:0_22:6,PC,27,Redundant Identification
8.16,826.56104,-,PC 15:0_20:4,PC,20,Redundant Identification
9.314,792.5766,-,PC 16:0_16:0,PC,21,Redundant Identification
9.61,806.59369,-,PC 16:0_17:0,PC,21,Redundant Identification
10.229,820.60944,-,PC 16:0_18:0,PC,22,Redundant Identification
8.532,840.57672,-,PC 16:0_20:4,PC,28,Redundant Identification
8.279,864.57703,-,PC 16:0_22:6,PC,28,Redundant Identification
13.166,904.70367,-,PC 16:0_24:0,PC,27,Redundant Identification
12.075,902.68719,-,PC 16:0_24:1,PC,25,Redundant Identification
14.127,932.73444,-,PC 16:0_26:0,PC,13,Redundant Identification
9.673,832.60895,-,PC 17:0_18:1,PC,4,Redundant Identification
8.793,854.59229,-,PC 17:0_20:4,PC,13,Redundant Identification
8.938,854.5918,-,PC 17:0_20:4,PC,27,Redundant Identification
8.673,878.5921,-,PC 17:0_22:6,PC,25,Redundant Identification
9.013,830.59302,-,PC 17:1_18:1,PC,28,Redundant Identification
7.982,876.57849,-,PC 17:1_22:6,PC,26,Redundant Identification
10.045,870.62494,-,PC 18:0_20:3,PC,27,Redundant Identification
9.35,868.60815,-,PC 18:0_20:4,PC,28,Redundant Identification
9.983,896.63977,-,PC 18:0_22:4,PC,28,Redundant Identification
9.682,894.62415,-,PC 18:0_22:5,PC,27,Redundant Identification
9.083,892.60852,-,PC 18:0_22:6,PC,28,Redundant Identification
10.288,846.62482,-,PC 18:1_18:0,PC,28,Redundant Identification
10.753,860.6405,-,PC 18:1_19:0,PC,27,Redundant Identification
10.269,872.63867,-,PC 18:1_20:1,PC,25,Redundant Identification
9.803,896.63977,-,PC 18:1_22:3,PC,3,Redundant Identification
9.145,894.6239,-,PC 18:1_22:4,PC,26,Redundant Identification
14.155,958.74976,-,PC 18:1_26:0,PC,27,Redundant Identification
9.799,882.62329,-,PC 19:0_20:4,PC,27,Redundant Identification
9.975,920.63983,-,PC 20:0_22:6,PC,27,Redundant Identification
10.245,896.63989,-,PC 20:4_20:0,PC,23,Redundant Identification
8.352,916.60779,-,PC 20:4_22:4,PC,27,Redundant Identification
12.168,952.70306,-,PC 20:4_24:0,PC,27,Redundant Identification
13.141,980.73413,-,PC 20:4_26:0,PC,27,Redundant Identification
12.056,978.71881,-,PC 20:4_26:1,PC,27,Redundant Identification
7.696,938.59216,-,PC 22:6_22:5,PC,27,Redundant Identification
7.503,936.57672,-,PC 22:6_22:6,PC,27,Redundant Identification
11.815,976.70087,-,PC 22:6_24:0,PC,27,Redundant Identification
10.785,974.68726,-,PC 22:6_24:1,PC,27,Redundant Identification
12.784,1004.73511,-,PC 22:6_26:0,PC,27,Redundant Identification
11.712,1002.71722,-,PC 22:6_26:1,PC,27,Redundant Identification
7.315,734.49902,-,PC 28:1,PC,26,Redundant Identification
8.082,750.52966,-,PC 29:0,PC,17,Redundant Identification
7.667,748.51465,-,PC 29:1,PC,14,Redundant Identification
7.569,760.51465,-,PC 30:2,PC,27,Redundant Identification
8.619,790.56152,-,PC 32:1,PC,42,Redundant Identification
7.76,786.53015,-,PC 32:3,PC,27,Redundant Identification
9.777,806.59351,-,PC 33:0,PC,19,Redundant Identification
8.956,804.57745,-,PC 33:1,PC,28,Redundant Identification
8.672,816.57721,-,PC 34:2,PC,28,Redundant Identification
8.304,814.56189,-,PC 34:3,PC,19,Redundant Identification
7.375,810.53076,-,PC 34:5,PC,27,Redundant Identification
10.526,834.62518,-,PC 35:0,PC,3,Redundant Identification
9.827,832.60901,-,PC 35:1,PC,28,Redundant Identification
9.147,830.59271,-,PC 35:2,PC,12,Redundant Identification
9.443,844.60803,-,PC 36:2,PC,28,Redundant Identification
8.875,842.59253,-,PC 36:3,PC,26,Redundant Identification
9.133,842.59259,-,PC 36:3,PC,20,Redundant Identification
8.367,840.57678,-,PC 36:4,PC,16,Redundant Identification
7.923,838.56134,-,PC 36:5,PC,26,Redundant Identification
8.058,838.56146,-,PC 36:5,PC,5,Redundant Identification
8.221,852.57666,-,PC 37:5,PC,27,Redundant Identification
12.184,818.66455,+,PC 38:0,PC,13,Redundant Identification
11.238,874.65576,-,PC 38:1,PC,27,Redundant Identification
9.753,870.62457,-,PC 38:3,PC,27,Redundant Identification
9.1,868.60797,-,PC 38:4,PC,25,Redundant Identification
8.581,866.59253,-,PC 38:5,PC,28,Redundant Identification
8.802,866.59241,-,PC 38:5,PC,3,Redundant Identification
8.952,880.60822,-,PC 39:5,PC,27,Redundant Identification
12.212,902.68701,-,PC 40:1,PC,24,Redundant Identification
11.199,900.6709,-,PC 40:2,PC,27,Redundant Identification
10.703,898.65594,-,PC 40:3,PC,27,Redundant Identification
9.338,894.62366,-,PC 40:5,PC,27,Redundant Identification
8.589,892.60785,-,PC 40:6,PC,23,Redundant Identification
8.336,890.59198,-,PC 40:7,PC,28,Redundant Identification
7.84,888.57684,-,PC 40:8,PC,6,Redundant Identification
13.2,930.71936,-,PC 42:1,PC,27,Redundant Identification
12.121,928.70294,-,PC 42:2,PC,27,Redundant Identification
10.612,924.67145,-,PC 42:4,PC,11,Redundant Identification
10.213,922.65552,-,PC 42:5,PC,27,Redundant Identification
9.609,920.63959,-,PC 42:6,PC,27,Redundant Identification
8.801,918.62463,-,PC 42:7,PC,27,Redundant Identification
9.081,918.62427,-,PC 42:7,PC,27,Redundant Identification
8.121,940.60834,-,PC 44:10,PC,27,Redundant Identification
13.066,956.73438,-,PC 44:2,PC,7,Redundant Identification
11.122,892.67914,+,PC 44:5,PC,27,Redundant Identification
8.369,942.62323,-,PC 44:9,PC,25,Redundant Identification
11.113,976.70154,-,PC 46:6,PC,27,Redundant Identification
8.44,762.50952,-,PE 16:0_22:6,PE,7,Redundant Identification
9.264,790.54138,-,PE 18:0_22:6,PE,15,Redundant Identification
10.499,744.55695,-,PE 18:1_18:0,PE,28,Redundant Identification
8.49,788.52496,-,PE 18:1_22:6,PE,4,Redundant Identification
12.015,874.63464,-,PE 22:6_24:0,PE,23,Redundant Identification
7.913,660.46204,-,PE 30:1,PE,25,Redundant Identification
9.513,690.50885,-,PE 32:0,PE,27,Redundant Identification
8.747,688.49335,-,PE 32:1,PE,28,Redundant Identification
10.035,730.54077,-,PE 35:1,PE,28,Redundant Identification
8.496,913.58142,-,PI 18:0_22:4,PI,28,Redundant Identification
8.023,904.59045,+,PI 38:4,PI,28,Redundant Identification
8.042,911.56598,-,PI 40:5,PI,28,Redundant Identification
8.975,750.56769,-,Plasmanyl-PC O-16:0_14:0,Plasmanyl-PC,27,Redundant Identification
9.894,778.59979,-,Plasmanyl-PC O-16:0_16:0,Plasmanyl-PC,27,Redundant Identification
9.184,776.58307,-,Plasmanyl-PC O-16:0_16:1,Plasmanyl-PC,27,Redundant Identification
9.019,826.59821,-,Plasmanyl-PC O-16:0_20:4,Plasmanyl-PC,28,Redundant Identification
8.765,850.59705,-,Plasmanyl-PC O-16:0_22:6,Plasmanyl-PC,27,Redundant Identification
10.862,806.63068,-,Plasmanyl-PC O-18:0_16:0,Plasmanyl-PC,25,Redundant Identification
9.908,854.62921,-,Plasmanyl-PC O-18:0_20:4,Plasmanyl-PC,28,Redundant Identification
10.571,882.66101,-,Plasmanyl-PC O-18:0_22:4,Plasmanyl-PC,27,Redundant Identification
9.974,830.62946,-,Plasmanyl-PC O-18:1_18:1,Plasmanyl-PC,27,Redundant Identification
9.73,852.61346,-,Plasmanyl-PC O-18:1_20:4,Plasmanyl-PC,27,Redundant Identification
10.377,880.64447,-,Plasmanyl-PC O-18:1_22:4,Plasmanyl-PC,27,Redundant Identification
8.776,876.61304,-,Plasmanyl-PC O-18:1_22:6,Plasmanyl-PC,27,Redundant Identification
9.426,876.6145,-,Plasmanyl-PC O-18:1_22:6,Plasmanyl-PC,25,Redundant Identification
11.86,834.6618,-,Plasmanyl-PC O-20:0_16:0,Plasmanyl-PC,27,Redundant Identification
10.853,882.66125,-,Plasmanyl-PC O-20:0_20:4,Plasmanyl-PC,27,Redundant Identification
11.525,910.69238,-,Plasmanyl-PC O-20:0_22:4,Plasmanyl-PC,27,Redundant Identification
10.795,908.6767,-,Plasmanyl-PC O-20:0_22:5,Plasmanyl-PC,27,Redundant Identification
10.511,906.66071,-,Plasmanyl-PC O-20:0_22:6,Plasmanyl-PC,27,Redundant Identification
9.913,804.61359,-,Plasmanyl-PC O-34:1,Plasmanyl-PC,27,Redundant Identification
9.205,802.59937,-,Plasmanyl-PC O-34:2,Plasmanyl-PC,27,Redundant Identification
10.91,832.64569,-,Plasmanyl-PC O-36:1,Plasmanyl-PC,27,Redundant Identification
10.731,830.62939,-,Plasmanyl-PC O-36:2,Plasmanyl-PC,27,Redundant Identification
9.812,828.60999,-,Plasmanyl-PC O-36:3,Plasmanyl-PC,18,Redundant Identification
11.894,860.67706,-,Plasmanyl-PC O-38:1,Plasmanyl-PC,27,Redundant Identification
